;number_people;date;day_of_week;is_weekend;is_holiday;temperature;is_start_of_semester;is_during_semester;month;hour;period
14447;21;2016-01-09 21:00:16-08:00;5;1;0;50,73;0;0;1;21;night
14448;15;2016-01-09 21:20:12-08:00;5;1;0;50,73;0;0;1;21;night
14449;15;2016-01-09 21:30:13-08:00;5;1;0;50,73;0;0;1;21;night
14450;21;2016-01-09 21:40:14-08:00;5;1;0;50,73;0;0;1;21;night
14451;17;2016-01-09 21:50:16-08:00;5;1;0;50,73;0;0;1;21;night
14452;20;2016-01-09 22:00:18-08:00;5;1;0;51;0;0;1;22;night
14453;20;2016-01-09 22:20:11-08:00;5;1;0;51;0;0;1;22;night
14454;19;2016-01-09 22:30:13-08:00;5;1;0;51;0;0;1;22;night
14455;18;2016-01-09 22:40:14-08:00;5;1;0;51;0;0;1;22;night
14456;18;2016-01-09 22:50:16-08:00;5;1;0;51;0;0;1;22;night
14457;11;2016-01-09 23:00:18-08:00;5;1;0;50,8;0;0;1;23;night
14458;1;2016-01-09 23:20:10-08:00;5;1;0;50,8;0;0;1;23;night
14459;1;2016-01-09 23:30:11-08:00;5;1;0;50,8;0;0;1;23;night
14460;1;2016-01-09 23:40:14-08:00;5;1;0;50,8;0;0;1;23;night
14461;0;2016-01-09 23:50:15-08:00;5;1;0;50,8;0;0;1;23;night
14462;0;2016-01-10 00:00:16-08:00;6;1;0;50,33;0;0;1;0;night
14463;0;2016-01-10 00:20:11-08:00;6;1;0;50,33;0;0;1;0;night
14464;0;2016-01-10 00:30:12-08:00;6;1;0;50,33;0;0;1;0;night
14465;0;2016-01-10 00:40:13-08:00;6;1;0;50,33;0;0;1;0;night
14466;0;2016-01-10 00:50:14-08:00;6;1;0;50,33;0;0;1;0;night
14467;0;2016-01-10 01:00:16-08:00;6;1;0;50,49;0;0;1;1;night
14468;0;2016-01-10 05:20:11-08:00;6;1;0;50,24;0;0;1;5;night
14469;0;2016-01-10 05:30:12-08:00;6;1;0;50,24;0;0;1;5;night
14470;0;2016-01-10 05:40:14-08:00;6;1;0;50,24;0;0;1;5;night
14471;0;2016-01-10 05:50:16-08:00;6;1;0;50,24;0;0;1;5;night
14472;0;2016-01-10 06:00:18-08:00;6;1;0;50,04;0;0;1;6;morning
14473;0;2016-01-10 06:20:11-08:00;6;1;0;50,04;0;0;1;6;morning
14474;1;2016-01-10 06:30:12-08:00;6;1;0;50,04;0;0;1;6;morning
14475;1;2016-01-10 06:40:12-08:00;6;1;0;50,04;0;0;1;6;morning
14476;1;2016-01-10 06:50:14-08:00;6;1;0;50,04;0;0;1;6;morning
14477;0;2016-01-10 07:00:15-08:00;6;1;0;50,33;0;0;1;7;morning
14478;0;2016-01-10 07:20:13-08:00;6;1;0;50,33;0;0;1;7;morning
14479;1;2016-01-10 07:30:14-08:00;6;1;0;50,33;0;0;1;7;morning
14480;1;2016-01-10 07:40:15-08:00;6;1;0;50,33;0;0;1;7;morning
14481;1;2016-01-10 07:50:17-08:00;6;1;0;50,33;0;0;1;7;morning
14482;6;2016-01-10 08:00:18-08:00;6;1;0;51,33;0;0;1;8;morning
14483;10;2016-01-10 08:20:12-08:00;6;1;0;51,33;0;0;1;8;morning
14484;13;2016-01-10 08:30:13-08:00;6;1;0;51,33;0;0;1;8;morning
14485;17;2016-01-10 08:40:16-08:00;6;1;0;51,33;0;0;1;8;morning
14486;14;2016-01-10 08:50:16-08:00;6;1;0;51,33;0;0;1;8;morning
14487;16;2016-01-10 09:00:18-08:00;6;1;0;52,24;0;0;1;9;morning
14488;16;2016-01-10 09:20:11-08:00;6;1;0;52,24;0;0;1;9;morning
14489;19;2016-01-10 09:30:12-08:00;6;1;0;52,24;0;0;1;9;morning
14490;19;2016-01-10 09:40:14-08:00;6;1;0;52,24;0;0;1;9;morning
14491;28;2016-01-10 09:50:16-08:00;6;1;0;52,24;0;0;1;9;morning
14492;25;2016-01-10 10:00:18-08:00;6;1;0;53,49;0;0;1;10;morning
14493;24;2016-01-10 10:20:11-08:00;6;1;0;53,49;0;0;1;10;morning
14494;26;2016-01-10 10:30:12-08:00;6;1;0;53,49;0;0;1;10;morning
14495;17;2016-01-10 10:40:14-08:00;6;1;0;53,49;0;0;1;10;morning
14496;29;2016-01-10 10:50:16-08:00;6;1;0;53,49;0;0;1;10;morning
14497;28;2016-01-10 11:00:18-08:00;6;1;0;54,33;0;0;1;11;morning
14498;24;2016-01-10 11:20:11-08:00;6;1;0;54,33;0;0;1;11;morning
14499;21;2016-01-10 11:30:12-08:00;6;1;0;54,33;0;0;1;11;morning
14500;20;2016-01-10 11:40:14-08:00;6;1;0;54,33;0;0;1;11;morning
14501;21;2016-01-10 11:50:16-08:00;6;1;0;54,33;0;0;1;11;morning
14502;27;2016-01-10 12:00:17-08:00;6;1;0;53,49;0;0;1;12;afternoon
14503;24;2016-01-10 12:20:12-08:00;6;1;0;53,49;0;0;1;12;afternoon
14504;26;2016-01-10 12:30:13-08:00;6;1;0;53,49;0;0;1;12;afternoon
14505;27;2016-01-10 12:40:14-08:00;6;1;0;53,49;0;0;1;12;afternoon
14506;33;2016-01-10 12:50:15-08:00;6;1;0;53,49;0;0;1;12;afternoon
14507;25;2016-01-10 13:00:18-08:00;6;1;0;53,73;0;0;1;13;afternoon
14508;23;2016-01-10 13:20:12-08:00;6;1;0;53,73;0;0;1;13;afternoon
14509;21;2016-01-10 13:30:14-08:00;6;1;0;53,73;0;0;1;13;afternoon
14510;26;2016-01-10 13:40:16-08:00;6;1;0;53,73;0;0;1;13;afternoon
14511;28;2016-01-10 13:50:16-08:00;6;1;0;53,73;0;0;1;13;afternoon
14512;38;2016-01-10 14:00:19-08:00;6;1;0;53,77;0;0;1;14;afternoon
14513;31;2016-01-10 14:20:11-08:00;6;1;0;53,77;0;0;1;14;afternoon
14514;29;2016-01-10 14:30:12-08:00;6;1;0;53,77;0;0;1;14;afternoon
14515;22;2016-01-10 14:40:14-08:00;6;1;0;53,77;0;0;1;14;afternoon
14516;23;2016-01-10 14:50:16-08:00;6;1;0;53,77;0;0;1;14;afternoon
14517;24;2016-01-10 15:00:18-08:00;6;1;0;54,33;0;0;1;15;afternoon
14518;22;2016-01-10 15:20:11-08:00;6;1;0;54,33;0;0;1;15;afternoon
14519;21;2016-01-10 15:30:12-08:00;6;1;0;54,33;0;0;1;15;afternoon
14520;27;2016-01-10 15:40:13-08:00;6;1;0;54,33;0;0;1;15;afternoon
14521;30;2016-01-10 15:50:16-08:00;6;1;0;54,33;0;0;1;15;afternoon
14522;30;2016-01-10 16:00:16-08:00;6;1;0;53,24;0;0;1;16;evening
14523;29;2016-01-10 16:20:14-08:00;6;1;0;53,24;0;0;1;16;evening
14524;37;2016-01-10 16:30:14-08:00;6;1;0;53,24;0;0;1;16;evening
14525;41;2016-01-10 16:40:16-08:00;6;1;0;53,24;0;0;1;16;evening
14526;35;2016-01-10 16:50:17-08:00;6;1;0;53,24;0;0;1;16;evening
14527;45;2016-01-10 17:00:21-08:00;6;1;0;52,97;0;0;1;17;evening
14528;39;2016-01-10 17:20:12-08:00;6;1;0;52,97;0;0;1;17;evening
14529;37;2016-01-10 17:30:13-08:00;6;1;0;52,97;0;0;1;17;evening
14530;38;2016-01-10 17:40:14-08:00;6;1;0;52,97;0;0;1;17;evening
14531;42;2016-01-10 17:50:15-08:00;6;1;0;52,97;0;0;1;17;evening
14532;34;2016-01-10 18:00:16-08:00;6;1;0;52,53;0;0;1;18;evening
14533;23;2016-01-10 18:20:13-08:00;6;1;0;52,53;0;0;1;18;evening
14534;21;2016-01-10 18:30:15-08:00;6;1;0;52,53;0;0;1;18;evening
14535;33;2016-01-10 18:40:16-08:00;6;1;0;52,53;0;0;1;18;evening
14536;24;2016-01-10 18:50:17-08:00;6;1;0;52,53;0;0;1;18;evening
14537;30;2016-01-10 19:00:18-08:00;6;1;0;53;0;0;1;19;evening
14538;32;2016-01-10 19:20:11-08:00;6;1;0;53;0;0;1;19;evening
14539;26;2016-01-10 19:30:12-08:00;6;1;0;53;0;0;1;19;evening
14540;26;2016-01-10 19:40:15-08:00;6;1;0;53;0;0;1;19;evening
14541;28;2016-01-10 19:50:16-08:00;6;1;0;53;0;0;1;19;evening
14542;31;2016-01-10 20:00:17-08:00;6;1;0;53,33;0;0;1;20;night
14543;31;2016-01-10 20:20:11-08:00;6;1;0;53,33;0;0;1;20;night
14544;30;2016-01-10 20:30:12-08:00;6;1;0;53,33;0;0;1;20;night
14545;35;2016-01-10 20:40:14-08:00;6;1;0;53,33;0;0;1;20;night
14546;33;2016-01-10 20:50:16-08:00;6;1;0;53,33;0;0;1;20;night
14547;31;2016-01-10 21:00:16-08:00;6;1;0;52,24;0;0;1;21;night
14548;31;2016-01-10 21:20:12-08:00;6;1;0;52,24;0;0;1;21;night
14549;18;2016-01-10 21:30:14-08:00;6;1;0;52,24;0;0;1;21;night
14550;17;2016-01-10 21:40:16-08:00;6;1;0;52,24;0;0;1;21;night
14551;18;2016-01-10 21:50:19-08:00;6;1;0;52,24;0;0;1;21;night
14552;17;2016-01-10 22:00:22-08:00;6;1;0;52,05;0;0;1;22;night
14553;22;2016-01-10 22:20:12-08:00;6;1;0;52,05;0;0;1;22;night
14554;17;2016-01-10 22:30:14-08:00;6;1;0;52,05;0;0;1;22;night
14555;15;2016-01-10 22:40:16-08:00;6;1;0;52,05;0;0;1;22;night
14556;17;2016-01-10 22:50:17-08:00;6;1;0;52,05;0;0;1;22;night
14557;17;2016-01-10 23:00:19-08:00;6;1;0;51,53;0;0;1;23;night
14558;13;2016-01-10 23:20:11-08:00;6;1;0;51,53;0;0;1;23;night
14559;7;2016-01-10 23:30:12-08:00;6;1;0;51,53;0;0;1;23;night
14560;9;2016-01-10 23:40:14-08:00;6;1;0;51,53;0;0;1;23;night
14561;7;2016-01-10 23:50:16-08:00;6;1;0;51,53;0;0;1;23;night
14562;4;2016-01-11 00:00:18-08:00;0;0;0;51,49;0;0;1;0;night
14563;4;2016-01-11 00:20:12-08:00;0;0;0;51,49;0;0;1;0;night
14564;2;2016-01-11 00:30:13-08:00;0;0;0;51,49;0;0;1;0;night
14565;4;2016-01-11 00:40:14-08:00;0;0;0;51,49;0;0;1;0;night
14566;3;2016-01-11 00:50:16-08:00;0;0;0;51,49;0;0;1;0;night
14567;3;2016-01-11 01:00:18-08:00;0;0;0;51,49;0;0;1;1;night
14568;0;2016-01-11 05:20:14-08:00;0;0;0;52,05;0;0;1;5;night
14569;1;2016-01-11 05:30:15-08:00;0;0;0;52,05;0;0;1;5;night
14570;2;2016-01-11 05:40:17-08:00;0;0;0;52,05;0;0;1;5;night
14571;2;2016-01-11 05:50:18-08:00;0;0;0;52,05;0;0;1;5;night
14572;7;2016-01-11 06:00:20-08:00;0;0;0;52,05;0;0;1;6;morning
14573;9;2016-01-11 06:20:12-08:00;0;0;0;52,05;0;0;1;6;morning
14574;13;2016-01-11 06:30:14-08:00;0;0;0;52,05;0;0;1;6;morning
14575;14;2016-01-11 06:40:17-08:00;0;0;0;52,05;0;0;1;6;morning
14576;10;2016-01-11 06:50:18-08:00;0;0;0;52,05;0;0;1;6;morning
14577;13;2016-01-11 07:00:20-08:00;0;0;0;51,77;0;0;1;7;morning
14578;10;2016-01-11 07:20:12-08:00;0;0;0;51,77;0;0;1;7;morning
14579;15;2016-01-11 07:30:13-08:00;0;0;0;51,77;0;0;1;7;morning
14580;15;2016-01-11 07:40:14-08:00;0;0;0;51,77;0;0;1;7;morning
14581;17;2016-01-11 07:50:15-08:00;0;0;0;51,77;0;0;1;7;morning
14582;17;2016-01-11 08:00:16-08:00;0;0;0;51,77;0;0;1;8;morning
14583;21;2016-01-11 08:20:11-08:00;0;0;0;51,77;0;0;1;8;morning
14584;19;2016-01-11 08:30:12-08:00;0;0;0;51,77;0;0;1;8;morning
14585;19;2016-01-11 08:40:13-08:00;0;0;0;51,77;0;0;1;8;morning
14586;18;2016-01-11 08:50:15-08:00;0;0;0;51,77;0;0;1;8;morning
14587;22;2016-01-11 09:00:16-08:00;0;0;0;52,74;0;0;1;9;morning
14588;33;2016-01-11 09:20:14-08:00;0;0;0;52,74;0;0;1;9;morning
14589;29;2016-01-11 09:30:16-08:00;0;0;0;52,74;0;0;1;9;morning
14590;34;2016-01-11 09:40:18-08:00;0;0;0;52,74;0;0;1;9;morning
14591;38;2016-01-11 09:50:19-08:00;0;0;0;52,74;0;0;1;9;morning
14592;35;2016-01-11 10:00:20-08:00;0;0;0;53,7;0;0;1;10;morning
14593;30;2016-01-11 10:20:13-08:00;0;0;0;53,7;0;0;1;10;morning
14594;34;2016-01-11 10:30:14-08:00;0;0;0;53,7;0;0;1;10;morning
14595;27;2016-01-11 10:40:16-08:00;0;0;0;53,7;0;0;1;10;morning
14596;29;2016-01-11 10:50:18-08:00;0;0;0;53,7;0;0;1;10;morning
14597;33;2016-01-11 11:00:20-08:00;0;0;0;54,19;0;0;1;11;morning
14598;35;2016-01-11 11:20:13-08:00;0;0;0;54,19;0;0;1;11;morning
14599;29;2016-01-11 11:30:15-08:00;0;0;0;54,19;0;0;1;11;morning
14600;29;2016-01-11 11:40:16-08:00;0;0;0;54,19;0;0;1;11;morning
14601;28;2016-01-11 11:50:17-08:00;0;0;0;54,19;0;0;1;11;morning
14602;41;2016-01-11 12:00:20-08:00;0;0;0;55,47;0;0;1;12;afternoon
14603;32;2016-01-11 12:20:12-08:00;0;0;0;55,47;0;0;1;12;afternoon
14604;34;2016-01-11 12:30:13-08:00;0;0;0;55,47;0;0;1;12;afternoon
14605;36;2016-01-11 12:40:14-08:00;0;0;0;55,47;0;0;1;12;afternoon
14606;36;2016-01-11 12:50:16-08:00;0;0;0;55,47;0;0;1;12;afternoon
14607;40;2016-01-11 13:00:19-08:00;0;0;0;56,65;0;0;1;13;afternoon
14608;39;2016-01-11 13:20:13-08:00;0;0;0;56,65;0;0;1;13;afternoon
14609;34;2016-01-11 13:30:15-08:00;0;0;0;56,65;0;0;1;13;afternoon
14610;37;2016-01-11 13:40:23-08:00;0;0;0;56,65;0;0;1;13;afternoon
14611;37;2016-01-11 13:50:23-08:00;0;0;0;56,65;0;0;1;13;afternoon
14612;35;2016-01-11 14:00:23-08:00;0;0;0;57,67;0;0;1;14;afternoon
14613;26;2016-01-11 14:20:12-08:00;0;0;0;57,67;0;0;1;14;afternoon
14614;31;2016-01-11 14:30:24-08:00;0;0;0;57,67;0;0;1;14;afternoon
14615;29;2016-01-11 14:40:25-08:00;0;0;0;57,67;0;0;1;14;afternoon
14616;29;2016-01-11 14:50:30-08:00;0;0;0;57,67;0;0;1;14;afternoon
14617;29;2016-01-11 15:00:31-08:00;0;0;0;56,55;0;0;1;15;afternoon
14618;41;2016-01-11 15:20:13-08:00;0;0;0;56,55;0;0;1;15;afternoon
14619;28;2016-01-11 15:30:17-08:00;0;0;0;56,55;0;0;1;15;afternoon
14620;31;2016-01-11 15:40:19-08:00;0;0;0;56,55;0;0;1;15;afternoon
14621;26;2016-01-11 15:50:20-08:00;0;0;0;56,55;0;0;1;15;afternoon
14622;36;2016-01-11 16:00:22-08:00;0;0;0;55,95;0;0;1;16;evening
14623;44;2016-01-11 16:20:14-08:00;0;0;0;55,95;0;0;1;16;evening
14624;45;2016-01-11 16:30:16-08:00;0;0;0;55,95;0;0;1;16;evening
14625;42;2016-01-11 16:40:18-08:00;0;0;0;55,95;0;0;1;16;evening
14626;51;2016-01-11 16:50:23-08:00;0;0;0;55,95;0;0;1;16;evening
14627;61;2016-01-11 17:00:23-08:00;0;0;0;55,19;0;0;1;17;evening
14628;51;2016-01-11 17:20:13-08:00;0;0;0;55,19;0;0;1;17;evening
14629;67;2016-01-11 17:30:16-08:00;0;0;0;55,19;0;0;1;17;evening
14630;70;2016-01-11 17:40:18-08:00;0;0;0;55,19;0;0;1;17;evening
14631;75;2016-01-11 17:50:20-08:00;0;0;0;55,19;0;0;1;17;evening
14632;63;2016-01-11 18:00:22-08:00;0;0;0;55,72;0;0;1;18;evening
14633;56;2016-01-11 18:20:15-08:00;0;0;0;55,72;0;0;1;18;evening
14634;73;2016-01-11 18:30:16-08:00;0;0;0;55,72;0;0;1;18;evening
14635;56;2016-01-11 18:40:18-08:00;0;0;0;55,72;0;0;1;18;evening
14636;41;2016-01-11 18:50:21-08:00;0;0;0;55,72;0;0;1;18;evening
14637;51;2016-01-11 19:00:22-08:00;0;0;0;56,26;0;0;1;19;evening
14638;49;2016-01-11 19:20:17-08:00;0;0;0;56,26;0;0;1;19;evening
14639;44;2016-01-11 19:30:18-08:00;0;0;0;56,26;0;0;1;19;evening
14640;49;2016-01-11 19:40:20-08:00;0;0;0;56,26;0;0;1;19;evening
14641;49;2016-01-11 19:50:22-08:00;0;0;0;56,26;0;0;1;19;evening
14642;40;2016-01-11 20:00:24-08:00;0;0;0;55,53;0;0;1;20;night
14643;40;2016-01-11 20:20:11-08:00;0;0;0;55,53;0;0;1;20;night
14644;28;2016-01-11 20:30:14-08:00;0;0;0;55,53;0;0;1;20;night
14645;35;2016-01-11 20:40:16-08:00;0;0;0;55,53;0;0;1;20;night
14646;37;2016-01-11 20:50:18-08:00;0;0;0;55,53;0;0;1;20;night
14647;33;2016-01-11 21:00:20-08:00;0;0;0;55,59;0;0;1;21;night
14648;37;2016-01-11 21:20:13-08:00;0;0;0;55,59;0;0;1;21;night
14649;32;2016-01-11 21:30:14-08:00;0;0;0;55,59;0;0;1;21;night
14650;26;2016-01-11 21:40:18-08:00;0;0;0;55,59;0;0;1;21;night
14651;33;2016-01-11 21:50:21-08:00;0;0;0;55,59;0;0;1;21;night
14652;29;2016-01-11 22:00:22-08:00;0;0;0;55,24;0;0;1;22;night
14653;35;2016-01-11 22:20:12-08:00;0;0;0;55,24;0;0;1;22;night
14654;27;2016-01-11 22:30:14-08:00;0;0;0;55,24;0;0;1;22;night
14655;36;2016-01-11 22:40:16-08:00;0;0;0;55,24;0;0;1;22;night
14656;26;2016-01-11 22:50:18-08:00;0;0;0;55,24;0;0;1;22;night
14657;23;2016-01-11 23:00:19-08:00;0;0;0;54,24;0;0;1;23;night
14658;27;2016-01-11 23:20:15-08:00;0;0;0;54,24;0;0;1;23;night
14659;23;2016-01-11 23:30:16-08:00;0;0;0;54,24;0;0;1;23;night
14660;23;2016-01-11 23:40:18-08:00;0;0;0;54,24;0;0;1;23;night
14661;17;2016-01-11 23:50:19-08:00;0;0;0;54,24;0;0;1;23;night
14662;17;2016-01-12 00:00:20-08:00;1;0;0;53,04;0;0;1;0;night
14663;14;2016-01-12 00:20:13-08:00;1;0;0;53,04;0;0;1;0;night
14664;12;2016-01-12 00:30:14-08:00;1;0;0;53,04;0;0;1;0;night
14665;9;2016-01-12 00:40:17-08:00;1;0;0;53,04;0;0;1;0;night
14666;8;2016-01-12 00:50:18-08:00;1;0;0;53,04;0;0;1;0;night
14667;6;2016-01-12 01:00:22-08:00;1;0;0;52,53;0;0;1;1;night
14668;1;2016-01-12 05:20:14-08:00;1;0;0;51,22;0;0;1;5;night
14669;4;2016-01-12 05:30:17-08:00;1;0;0;51,22;0;0;1;5;night
14670;4;2016-01-12 05:40:18-08:00;1;0;0;51,22;0;0;1;5;night
14671;4;2016-01-12 05:50:19-08:00;1;0;0;51,22;0;0;1;5;night
14672;9;2016-01-12 06:00:21-08:00;1;0;0;50,24;0;0;1;6;morning
14673;9;2016-01-12 06:20:13-08:00;1;0;0;50,24;0;0;1;6;morning
14674;8;2016-01-12 06:30:14-08:00;1;0;0;50,24;0;0;1;6;morning
14675;11;2016-01-12 06:40:15-08:00;1;0;0;50,24;0;0;1;6;morning
14676;11;2016-01-12 06:50:18-08:00;1;0;0;50,24;0;0;1;6;morning
14677;12;2016-01-12 07:00:19-08:00;1;0;0;51,24;0;0;1;7;morning
14678;14;2016-01-12 07:20:13-08:00;1;0;0;51,24;0;0;1;7;morning
14679;11;2016-01-12 07:30:14-08:00;1;0;0;51,24;0;0;1;7;morning
14680;10;2016-01-12 07:40:15-08:00;1;0;0;51,24;0;0;1;7;morning
14681;14;2016-01-12 07:50:16-08:00;1;0;0;51,24;0;0;1;7;morning
14682;20;2016-01-12 08:00:17-08:00;1;0;0;51,65;0;0;1;8;morning
14683;25;2016-01-12 08:20:15-08:00;1;0;0;51,65;0;0;1;8;morning
14684;24;2016-01-12 08:30:17-08:00;1;0;0;51,65;0;0;1;8;morning
14685;32;2016-01-12 08:40:19-08:00;1;0;0;51,65;0;0;1;8;morning
14686;34;2016-01-12 08:50:21-08:00;1;0;0;51,65;0;0;1;8;morning
14687;41;2016-01-12 09:00:24-08:00;1;0;0;51,91;0;0;1;9;morning
14688;33;2016-01-12 09:20:13-08:00;1;0;0;51,91;0;0;1;9;morning
14689;30;2016-01-12 09:30:16-08:00;1;0;0;51,91;0;0;1;9;morning
14690;31;2016-01-12 09:40:17-08:00;1;0;0;51,91;0;0;1;9;morning
14691;31;2016-01-12 09:50:19-08:00;1;0;0;51,91;0;0;1;9;morning
14692;32;2016-01-12 10:00:21-08:00;1;0;0;52,68;0;0;1;10;morning
14693;26;2016-01-12 10:20:13-08:00;1;0;0;52,68;0;0;1;10;morning
14694;31;2016-01-12 10:30:14-08:00;1;0;0;52,68;0;0;1;10;morning
14695;30;2016-01-12 10:40:16-08:00;1;0;0;52,68;0;0;1;10;morning
14696;35;2016-01-12 10:50:18-08:00;1;0;0;52,68;0;0;1;10;morning
14697;41;2016-01-12 11:00:19-08:00;1;0;0;54,39;0;0;1;11;morning
14698;35;2016-01-12 11:20:14-08:00;1;0;0;54,39;0;0;1;11;morning
14699;41;2016-01-12 11:30:16-08:00;1;0;0;54,39;0;0;1;11;morning
14700;34;2016-01-12 11:40:18-08:00;1;0;0;54,39;0;0;1;11;morning
14701;31;2016-01-12 11:50:20-08:00;1;0;0;54,39;0;0;1;11;morning
14702;45;2016-01-12 12:00:22-08:00;1;0;0;54,18;0;0;1;12;afternoon
14703;43;2016-01-12 12:20:15-08:00;1;0;0;54,18;0;0;1;12;afternoon
14704;44;2016-01-12 12:30:17-08:00;1;0;0;54,18;0;0;1;12;afternoon
14705;44;2016-01-12 12:40:18-08:00;1;0;0;54,18;0;0;1;12;afternoon
14706;40;2016-01-12 12:50:19-08:00;1;0;0;54,18;0;0;1;12;afternoon
14707;51;2016-01-12 13:00:21-08:00;1;0;0;55,19;0;0;1;13;afternoon
14708;34;2016-01-12 13:20:14-08:00;1;0;0;55,19;0;0;1;13;afternoon
14709;35;2016-01-12 13:30:15-08:00;1;0;0;55,19;0;0;1;13;afternoon
14710;34;2016-01-12 13:40:15-08:00;1;0;0;55,19;0;0;1;13;afternoon
14711;28;2016-01-12 13:50:17-08:00;1;0;0;55,19;0;0;1;13;afternoon
14712;36;2016-01-12 14:00:19-08:00;1;0;0;55,92;0;0;1;14;afternoon
14713;31;2016-01-12 14:20:13-08:00;1;0;0;55,92;0;0;1;14;afternoon
14714;34;2016-01-12 14:30:16-08:00;1;0;0;55,92;0;0;1;14;afternoon
14715;28;2016-01-12 15:30:22-08:00;1;0;0;55,43;0;0;1;15;afternoon
14716;29;2016-01-12 15:40:23-08:00;1;0;0;55,43;0;0;1;15;afternoon
14717;41;2016-01-12 15:50:24-08:00;1;0;0;55,43;0;0;1;15;afternoon
14718;48;2016-01-12 16:00:25-08:00;1;0;0;56,15;0;0;1;16;evening
14719;50;2016-01-12 16:20:12-08:00;1;0;0;56,15;0;0;1;16;evening
14720;59;2016-01-12 16:30:13-08:00;1;0;0;56,15;0;0;1;16;evening
14721;48;2016-01-12 16:40:14-08:00;1;0;0;56,15;0;0;1;16;evening
14722;60;2016-01-12 16:50:16-08:00;1;0;0;56,15;0;0;1;16;evening
14723;58;2016-01-12 17:00:18-08:00;1;0;0;54,32;0;0;1;17;evening
14724;54;2016-01-12 17:20:12-08:00;1;0;0;54,32;0;0;1;17;evening
14725;67;2016-01-12 17:30:12-08:00;1;0;0;54,32;0;0;1;17;evening
14726;52;2016-01-12 17:40:14-08:00;1;0;0;54,32;0;0;1;17;evening
14727;53;2016-01-12 17:50:15-08:00;1;0;0;54,32;0;0;1;17;evening
14728;48;2016-01-12 18:00:17-08:00;1;0;0;54,32;0;0;1;18;evening
14729;53;2016-01-12 18:20:14-08:00;1;0;0;54,32;0;0;1;18;evening
14730;52;2016-01-12 18:30:14-08:00;1;0;0;54,32;0;0;1;18;evening
14731;57;2016-01-12 18:40:16-08:00;1;0;0;54,32;0;0;1;18;evening
14732;54;2016-01-12 18:50:17-08:00;1;0;0;54,32;0;0;1;18;evening
14733;56;2016-01-12 19:00:19-08:00;1;0;0;55,08;0;0;1;19;evening
14734;55;2016-01-12 19:20:12-08:00;1;0;0;55,08;0;0;1;19;evening
14735;57;2016-01-12 19:30:14-08:00;1;0;0;55,08;0;0;1;19;evening
14736;50;2016-01-12 19:40:15-08:00;1;0;0;55,08;0;0;1;19;evening
14737;51;2016-01-12 19:50:16-08:00;1;0;0;55,08;0;0;1;19;evening
14738;46;2016-01-12 20:00:18-08:00;1;0;0;56,73;0;0;1;20;night
14739;50;2016-01-12 20:20:12-08:00;1;0;0;56,73;0;0;1;20;night
14740;45;2016-01-12 20:30:12-08:00;1;0;0;56,73;0;0;1;20;night
14741;39;2016-01-12 20:40:14-08:00;1;0;0;56,73;0;0;1;20;night
14742;42;2016-01-12 20:50:16-08:00;1;0;0;56,73;0;0;1;20;night
14743;34;2016-01-12 21:00:17-08:00;1;0;0;58,08;0;0;1;21;night
14744;37;2016-01-12 21:20:11-08:00;1;0;0;58,08;0;0;1;21;night
14745;43;2016-01-12 21:30:12-08:00;1;0;0;58,08;0;0;1;21;night
14746;37;2016-01-12 21:40:13-08:00;1;0;0;58,08;0;0;1;21;night
14747;38;2016-01-12 21:50:15-08:00;1;0;0;58,08;0;0;1;21;night
14748;42;2016-01-12 22:00:16-08:00;1;0;0;58,83;0;0;1;22;night
14749;38;2016-01-12 22:20:12-08:00;1;0;0;58,83;0;0;1;22;night
14750;29;2016-01-12 22:30:15-08:00;1;0;0;58,83;0;0;1;22;night
14751;33;2016-01-12 22:40:16-08:00;1;0;0;58,83;0;0;1;22;night
14752;25;2016-01-12 22:50:17-08:00;1;0;0;58,83;0;0;1;22;night
14753;27;2016-01-12 23:00:19-08:00;1;0;0;57,36;0;0;1;23;night
14754;16;2016-01-12 23:20:12-08:00;1;0;0;57,36;0;0;1;23;night
14755;14;2016-01-12 23:30:14-08:00;1;0;0;57,36;0;0;1;23;night
14756;15;2016-01-12 23:40:15-08:00;1;0;0;57,36;0;0;1;23;night
14757;14;2016-01-12 23:50:17-08:00;1;0;0;57,36;0;0;1;23;night
14758;11;2016-01-13 00:00:18-08:00;2;0;0;57,59;0;0;1;0;night
14759;10;2016-01-13 00:20:12-08:00;2;0;0;57,59;0;0;1;0;night
14760;15;2016-01-13 00:30:15-08:00;2;0;0;57,59;0;0;1;0;night
14761;11;2016-01-13 00:40:18-08:00;2;0;0;57,59;0;0;1;0;night
14762;5;2016-01-13 00:50:20-08:00;2;0;0;57,59;0;0;1;0;night
14763;7;2016-01-13 01:00:20-08:00;2;0;0;54,26;0;0;1;1;night
14764;1;2016-01-13 05:20:12-08:00;2;0;0;57,53;0;0;1;5;night
14765;0;2016-01-13 05:30:13-08:00;2;0;0;57,53;0;0;1;5;night
14766;5;2016-01-13 05:40:14-08:00;2;0;0;57,53;0;0;1;5;night
14767;5;2016-01-13 05:50:16-08:00;2;0;0;57,53;0;0;1;5;night
14768;11;2016-01-13 06:00:17-08:00;2;0;0;57,44;0;0;1;6;morning
14769;9;2016-01-13 06:20:13-08:00;2;0;0;57,44;0;0;1;6;morning
14770;9;2016-01-13 06:30:14-08:00;2;0;0;57,44;0;0;1;6;morning
